s1:

+---------------------+--------+----+
| time                | player | ip |
| 2016-08-19 01:28:18 |      6 | 23 |
| 2016-08-19 01:33:19 |      5 | 22 |
| 2016-08-19 01:38:19 |      5 | 22 |
| 2016-08-19 01:43:19 |      5 | 22 |
| 2016-08-19 01:48:20 |      5 | 22 |
| 2016-08-19 01:53:20 |      5 | 22 |
| 2016-08-19 01:58:20 |      6 | 22 |
| 2016-08-19 02:03:21 |      6 | 23 |
| 2016-08-19 02:08:21 |      6 | 23 |
| 2016-08-19 02:13:21 |      6 | 23 |
| 2016-08-19 02:18:21 |      6 | 23 |
| 2016-08-19 02:23:22 |      6 | 23 |
| 2016-08-19 02:28:22 |      6 | 23 |
| 2016-08-19 02:33:22 |      6 | 23 |
| 2016-08-19 02:38:23 |      7 | 24 |
| 2016-08-19 02:43:23 |      5 | 22 |
| 2016-08-19 02:48:23 |      5 | 22 |
| 2016-08-19 02:53:24 |      5 | 22 |
| 2016-08-19 02:58:24 |      6 | 23 |
| 2016-08-19 03:03:24 |      6 | 23 |
| 2016-08-19 03:08:24 |      6 | 23 |
| 2016-08-19 03:13:25 |      6 | 23 |
| 2016-08-19 03:18:25 |      6 | 23 |
| 2016-08-19 03:23:25 |      5 | 22 |
| 2016-08-19 03:28:26 |      6 | 23 |
| 2016-08-19 03:33:26 |      6 | 23 |
| 2016-08-19 03:38:26 |      6 | 23 |
| 2016-08-19 03:43:27 |      6 | 23 |
| 2016-08-19 03:48:27 |      6 | 23 |
| 2016-08-19 03:53:27 |      5 | 22 |
| 2016-08-19 03:58:27 |      5 | 22 |
| 2016-08-19 04:03:28 |      4 | 21 |
| 2016-08-19 04:08:28 |      4 | 21 |
| 2016-08-19 04:13:28 |      4 | 21 |
| 2016-08-19 04:18:29 |      4 | 21 |
| 2016-08-19 04:23:29 |      4 | 21 |
| 2016-08-19 04:28:29 |      4 | 21 |
| 2016-08-19 04:33:30 |      5 | 22 |
| 2016-08-19 04:38:30 |      5 | 22 |
| 2016-08-19 04:43:30 |      5 | 22 |
| 2016-08-19 04:48:30 |      5 | 22 |
| 2016-08-19 04:53:31 |      4 | 21 |
| 2016-08-19 04:58:31 |      5 | 22 |
| 2016-08-19 05:03:31 |      4 | 21 |
| 2016-08-19 05:08:32 |      4 | 21 |
| 2016-08-19 05:13:32 |      4 | 21 |
| 2016-08-19 05:18:32 |      4 | 21 |
| 2016-08-19 05:23:33 |      4 | 21 |
| 2016-08-19 05:28:33 |      4 | 21 |
| 2016-08-19 05:33:33 |      4 | 21 |
| 2016-08-19 05:38:34 |      4 | 21 |
| 2016-08-19 05:43:34 |      4 | 21 |
| 2016-08-19 05:48:34 |      4 | 21 |
| 2016-08-19 05:53:34 |      3 | 20 |
| 2016-08-19 05:58:35 |      4 | 21 |
| 2016-08-19 06:03:35 |      4 | 21 |
| 2016-08-19 06:08:35 |      6 | 23 |
| 2016-08-19 06:13:36 |      5 | 22 |
| 2016-08-19 06:18:36 |      4 | 20 |
| 2016-08-19 06:23:36 |      4 | 21 |
| 2016-08-19 06:28:37 |      5 | 22 |
| 2016-08-19 06:33:37 |      4 | 21 |
| 2016-08-19 06:38:37 |      4 | 21 |
| 2016-08-19 06:43:37 |      5 | 22 |
| 2016-08-19 06:48:38 |      4 | 21 |
| 2016-08-19 06:53:38 |      5 | 22 |
| 2016-08-19 06:58:38 |      7 | 24 |
| 2016-08-19 07:03:39 |      8 | 24 |
| 2016-08-19 07:08:39 |      8 | 25 |
| 2016-08-19 07:13:39 |      9 | 26 |
| 2016-08-19 07:18:40 |     10 | 27 |
| 2016-08-19 07:23:40 |     14 | 31 |
| 2016-08-19 07:28:40 |     15 | 32 |
| 2016-08-19 07:33:40 |     15 | 32 |
| 2016-08-19 07:38:41 |     17 | 34 |
| 2016-08-19 07:43:41 |     17 | 34 |
| 2016-08-19 07:48:41 |     17 | 34 |
| 2016-08-19 07:53:42 |     17 | 34 |
| 2016-08-19 07:58:42 |     18 | 35 |
| 2016-08-19 08:03:42 |     20 | 37 |
| 2016-08-19 08:08:43 |     21 | 38 |
| 2016-08-19 08:13:43 |     20 | 37 |
| 2016-08-19 08:18:43 |     22 | 38 |
| 2016-08-19 08:23:43 |     21 | 38 |
| 2016-08-19 08:28:44 |     22 | 39 |
| 2016-08-19 08:33:44 |     22 | 39 |
| 2016-08-19 08:38:44 |     24 | 41 |
| 2016-08-19 08:43:45 |     24 | 41 |
| 2016-08-19 08:48:45 |     23 | 40 |
| 2016-08-19 08:53:45 |     26 | 42 |
| 2016-08-19 08:58:46 |     26 | 42 |
| 2016-08-19 09:03:46 |     25 | 41 |
| 2016-08-19 09:08:46 |     25 | 41 |
| 2016-08-19 09:13:46 |     25 | 41 |
| 2016-08-19 09:18:47 |     24 | 40 |
| 2016-08-19 09:23:48 |     23 | 39 |
| 2016-08-19 09:28:48 |     24 | 40 |
| 2016-08-19 09:33:48 |     24 | 38 |
+---------------------+--------+----+




s4:

+---------------------+--------+-----+
| time                | player | ip  |
+---------------------+--------+-----+
| 2016-08-18 00:04:57 |    106 | 117 |
| 2016-08-18 00:09:57 |    108 | 119 |
| 2016-08-18 00:14:58 |    100 | 111 |
| 2016-08-18 00:19:58 |     94 | 104 |
| 2016-08-18 00:24:58 |     96 | 105 |
| 2016-08-18 00:29:59 |     96 | 108 |
| 2016-08-18 00:34:59 |     88 | 100 |
| 2016-08-18 00:39:59 |     86 |  97 |
| 2016-08-18 00:45:00 |     85 |  97 |
| 2016-08-18 00:50:00 |     76 |  88 |
| 2016-08-18 00:55:00 |     77 |  89 |
| 2016-08-18 01:00:00 |     77 |  87 |
| 2016-08-18 01:05:01 |     68 |  79 |
| 2016-08-18 01:10:01 |     71 |  83 |
| 2016-08-18 01:15:01 |     65 |  76 |
| 2016-08-18 01:20:02 |     65 |  76 |
| 2016-08-18 01:25:02 |     63 |  75 |
| 2016-08-18 01:30:02 |     64 |  74 |
| 2016-08-18 01:35:03 |     61 |  72 |
| 2016-08-18 01:40:03 |     64 |  74 |
| 2016-08-18 01:45:03 |     53 |  63 |
| 2016-08-18 01:50:03 |     53 |  64 |
| 2016-08-18 01:55:04 |     55 |  66 |
| 2016-08-18 02:00:04 |     51 |  62 |
| 2016-08-18 02:05:04 |     57 |  67 |
| 2016-08-18 02:10:05 |     55 |  67 |
| 2016-08-18 02:15:05 |     52 |  64 |
| 2016-08-18 02:20:05 |     49 |  61 |
| 2016-08-18 02:25:06 |     48 |  59 |
| 2016-08-18 02:30:06 |     44 |  56 |
| 2016-08-18 02:35:06 |     47 |  58 |
| 2016-08-18 02:40:07 |     41 |  52 |
| 2016-08-18 02:45:07 |     45 |  57 |
| 2016-08-18 02:50:07 |     44 |  55 |
| 2016-08-18 02:55:07 |     45 |  58 |
| 2016-08-18 03:00:08 |     42 |  55 |
| 2016-08-18 03:05:08 |     42 |  55 |
| 2016-08-18 03:10:08 |     47 |  57 |
| 2016-08-18 03:15:09 |     43 |  56 |
| 2016-08-18 03:20:09 |     44 |  57 |
| 2016-08-18 03:25:09 |     46 |  58 |
| 2016-08-18 03:30:10 |     45 |  58 |
| 2016-08-18 03:35:10 |     40 |  53 |
| 2016-08-18 03:40:10 |     39 |  53 |
| 2016-08-18 03:45:10 |     42 |  56 |
| 2016-08-18 03:50:11 |     41 |  55 |
| 2016-08-18 03:55:11 |     41 |  54 |
| 2016-08-18 04:00:11 |     43 |  57 |
| 2016-08-18 04:05:12 |     43 |  57 |
| 2016-08-18 04:10:12 |     41 |  55 |
| 2016-08-18 04:15:12 |     38 |  52 |
| 2016-08-18 04:20:13 |     35 |  49 |
| 2016-08-18 04:25:13 |     34 |  48 |
| 2016-08-18 04:30:13 |     33 |  47 |
| 2016-08-18 04:35:13 |     34 |  48 |
| 2016-08-18 04:40:14 |     35 |  48 |
| 2016-08-18 04:45:14 |     34 |  47 |
| 2016-08-18 04:50:14 |     34 |  47 |
| 2016-08-18 04:55:15 |     35 |  49 |
| 2016-08-18 05:00:15 |     37 |  49 |
| 2016-08-18 05:05:15 |     38 |  52 |
| 2016-08-18 05:10:16 |     38 |  52 |
| 2016-08-18 05:15:16 |     38 |  52 |
| 2016-08-18 05:20:16 |     38 |  52 |
| 2016-08-18 05:25:17 |     39 |  53 |
| 2016-08-18 05:30:17 |     37 |  51 |
| 2016-08-18 05:35:17 |     38 |  52 |
| 2016-08-18 05:40:17 |     40 |  54 |
| 2016-08-18 05:45:18 |     40 |  54 |
| 2016-08-18 05:50:18 |     38 |  52 |
| 2016-08-18 05:55:18 |     39 |  52 |
| 2016-08-18 06:00:19 |     42 |  54 |
| 2016-08-18 06:05:19 |     44 |  56 |
| 2016-08-18 06:10:19 |     42 |  56 |
| 2016-08-18 06:15:20 |     43 |  55 |
| 2016-08-18 06:20:20 |     40 |  54 |
| 2016-08-18 06:25:20 |     40 |  52 |
| 2016-08-18 06:30:20 |     44 |  58 |
| 2016-08-18 06:35:21 |     47 |  58 |
| 2016-08-18 06:40:21 |     43 |  56 |
| 2016-08-18 06:45:21 |     45 |  59 |
| 2016-08-18 06:50:22 |     48 |  61 |
| 2016-08-18 06:55:22 |     52 |  65 |
| 2016-08-18 07:00:22 |     51 |  65 |
| 2016-08-18 07:05:23 |     50 |  64 |
| 2016-08-18 07:10:23 |     59 |  70 |
| 2016-08-18 07:15:23 |     61 |  73 |
| 2016-08-18 07:20:24 |     70 |  82 |
| 2016-08-18 07:25:24 |     68 |  80 |
| 2016-08-18 07:30:24 |     66 |  75 |
| 2016-08-18 07:35:24 |     73 |  85 |
| 2016-08-18 07:40:25 |     73 |  84 |
| 2016-08-18 07:45:25 |     78 |  89 |
| 2016-08-18 07:50:25 |     75 |  88 |
| 2016-08-18 07:55:26 |     86 |  96 |
| 2016-08-18 08:00:26 |     85 |  99 |
| 2016-08-18 08:05:26 |     85 |  96 |
| 2016-08-18 08:10:27 |     91 | 103 |
| 2016-08-18 08:15:27 |     88 | 102 |
| 2016-08-18 08:20:27 |     93 | 105 |
| 2016-08-18 08:25:28 |    114 | 125 |
| 2016-08-18 08:30:28 |    114 | 123 |
| 2016-08-18 08:35:28 |    116 | 125 |
| 2016-08-18 08:40:29 |    115 | 126 |
| 2016-08-18 08:45:29 |    122 | 129 |
| 2016-08-18 08:50:29 |    128 | 133 |
| 2016-08-18 08:55:30 |    125 | 133 |
| 2016-08-18 09:00:30 |    128 | 138 |
| 2016-08-18 09:05:30 |    129 | 138 |
| 2016-08-18 09:10:31 |    126 | 136 |
| 2016-08-18 09:15:31 |    134 | 143 |
| 2016-08-18 09:20:31 |    130 | 139 |
| 2016-08-18 09:25:32 |    122 | 131 |
| 2016-08-18 09:30:32 |    123 | 132 |
| 2016-08-18 09:35:32 |    123 | 130 |
| 2016-08-18 09:40:33 |    126 | 134 |
| 2016-08-18 09:45:33 |    118 | 126 |
| 2016-08-18 09:50:33 |    118 | 125 |
| 2016-08-18 09:55:34 |    109 | 119 |
| 2016-08-18 10:00:34 |    106 | 118 |
| 2016-08-18 10:05:34 |     90 | 101 |
| 2016-08-18 10:10:34 |     89 | 100 |
| 2016-08-18 10:15:35 |     83 |  96 |
| 2016-08-18 10:20:35 |     79 |  92 |
| 2016-08-18 10:25:35 |     71 |  85 |
| 2016-08-18 10:30:36 |     73 |  87 |
| 2016-08-18 10:35:36 |     75 |  88 |
| 2016-08-18 10:40:36 |     73 |  86 |
| 2016-08-18 10:45:37 |     66 |  80 |
| 2016-08-18 10:50:37 |     65 |  78 |
| 2016-08-18 10:55:37 |     63 |  77 |
| 2016-08-18 11:00:38 |     62 |  77 |
| 2016-08-18 11:05:38 |     62 |  77 |
| 2016-08-18 11:10:38 |     58 |  73 |
| 2016-08-18 11:15:38 |     60 |  75 |
| 2016-08-18 11:20:39 |     58 |  73 |
| 2016-08-18 11:25:39 |     58 |  72 |
| 2016-08-18 11:30:39 |     55 |  69 |
| 2016-08-18 11:35:40 |     56 |  70 |
| 2016-08-18 11:40:40 |     55 |  69 |
| 2016-08-18 11:45:40 |     58 |  73 |
| 2016-08-18 11:50:41 |     54 |  68 |
| 2016-08-18 11:55:41 |     55 |  70 |
| 2016-08-18 12:00:41 |     55 |  70 |
| 2016-08-18 12:05:41 |     51 |  66 |
| 2016-08-18 12:10:42 |     51 |  66 |
| 2016-08-18 12:15:42 |     50 |  65 |
| 2016-08-18 12:20:42 |     50 |  65 |
| 2016-08-18 12:25:43 |     53 |  66 |
| 2016-08-18 12:30:43 |     53 |  65 |
| 2016-08-18 12:35:43 |     52 |  67 |
| 2016-08-18 12:40:44 |     54 |  69 |
| 2016-08-18 12:45:44 |     53 |  68 |
| 2016-08-18 12:50:44 |     54 |  67 |
| 2016-08-18 12:55:45 |     56 |  72 |
| 2016-08-18 13:00:45 |     55 |  71 |
| 2016-08-18 13:05:45 |     53 |  69 |
| 2016-08-18 13:10:45 |     51 |  67 |
| 2016-08-18 13:15:46 |     52 |  67 |
| 2016-08-18 13:20:46 |     53 |  69 |
| 2016-08-18 13:25:46 |     53 |  69 |
| 2016-08-18 13:30:47 |     53 |  69 |
| 2016-08-18 13:35:47 |     52 |  69 |
| 2016-08-18 13:40:47 |     51 |  68 |
| 2016-08-18 13:45:48 |     55 |  70 |
| 2016-08-18 13:50:48 |     57 |  73 |
| 2016-08-18 13:55:48 |     53 |  69 |
| 2016-08-18 14:00:48 |     52 |  67 |
| 2016-08-18 14:05:49 |     51 |  67 |
| 2016-08-18 14:10:49 |     51 |  67 |
| 2016-08-18 14:15:49 |     47 |  63 |
| 2016-08-18 14:20:50 |     48 |  63 |
| 2016-08-18 14:25:50 |     49 |  64 |
| 2016-08-18 14:30:50 |     45 |  61 |
| 2016-08-18 14:35:51 |     41 |  57 |
| 2016-08-18 14:40:51 |     43 |  59 |
| 2016-08-18 14:45:51 |     41 |  57 |
| 2016-08-18 14:50:51 |     39 |  55 |
| 2016-08-18 14:55:52 |     40 |  56 |
| 2016-08-18 15:00:52 |     41 |  57 |
| 2016-08-18 15:05:52 |     42 |  57 |
| 2016-08-18 15:10:53 |     41 |  56 |
| 2016-08-18 15:15:53 |     42 |  58 |
| 2016-08-18 15:20:53 |     41 |  55 |
| 2016-08-18 15:25:54 |     39 |  54 |
| 2016-08-18 15:30:54 |     42 |  55 |
| 2016-08-18 15:35:54 |     45 |  61 |
| 2016-08-18 15:40:55 |     46 |  61 |
| 2016-08-18 15:45:55 |     47 |  62 |
| 2016-08-18 15:50:55 |     46 |  62 |
| 2016-08-18 15:55:55 |     45 |  62 |
| 2016-08-18 16:00:56 |     44 |  60 |
| 2016-08-18 16:05:56 |     43 |  60 |
| 2016-08-18 16:10:56 |     42 |  60 |
| 2016-08-18 16:15:57 |     40 |  57 |
| 2016-08-18 16:20:57 |     40 |  58 |
| 2016-08-18 16:25:57 |     40 |  58 |
| 2016-08-18 16:30:58 |     37 |  55 |
| 2016-08-18 16:35:58 |     38 |  56 |
| 2016-08-18 16:40:58 |     38 |  56 |
| 2016-08-18 16:45:58 |     37 |  55 |
| 2016-08-18 16:50:59 |     39 |  56 |
| 2016-08-18 16:55:59 |     35 |  52 |
| 2016-08-18 17:00:59 |     27 |  44 |
| 2016-08-18 17:06:00 |     30 |  46 |
| 2016-08-18 17:11:00 |     28 |  46 |
| 2016-08-18 17:16:00 |     25 |  42 |
| 2016-08-18 17:21:01 |     24 |  41 |
| 2016-08-18 17:26:01 |     24 |  42 |
| 2016-08-18 17:31:01 |     26 |  43 |
| 2016-08-18 17:36:01 |     23 |  39 |
| 2016-08-18 17:41:02 |     23 |  40 |
| 2016-08-18 17:46:02 |     24 |  41 |
| 2016-08-18 17:51:02 |     28 |  46 |
| 2016-08-18 17:56:03 |     26 |  43 |
| 2016-08-18 18:01:03 |     26 |  44 |
| 2016-08-18 18:06:03 |     25 |  43 |
| 2016-08-18 18:11:04 |     27 |  44 |
| 2016-08-18 18:16:04 |     26 |  44 |
| 2016-08-18 18:21:04 |     24 |  42 |
| 2016-08-18 18:26:05 |     25 |  43 |
| 2016-08-18 18:31:05 |     27 |  45 |
| 2016-08-18 18:36:05 |     30 |  47 |
| 2016-08-18 18:41:05 |     30 |  48 |
| 2016-08-18 18:46:06 |     29 |  46 |
| 2016-08-18 18:51:06 |     28 |  46 |
| 2016-08-18 18:56:06 |     27 |  45 |
| 2016-08-18 19:01:07 |     28 |  45 |
| 2016-08-18 19:06:07 |     31 |  47 |
| 2016-08-18 19:11:07 |     31 |  48 |
| 2016-08-18 19:16:08 |     33 |  49 |
| 2016-08-18 19:21:08 |     34 |  51 |
| 2016-08-18 19:26:08 |     31 |  48 |
| 2016-08-18 19:31:08 |     33 |  49 |
| 2016-08-18 19:36:09 |     36 |  52 |
| 2016-08-18 19:41:09 |     37 |  54 |
| 2016-08-18 19:46:09 |     35 |  52 |
| 2016-08-18 19:51:10 |     34 |  51 |
| 2016-08-18 19:56:10 |     34 |  51 |
| 2016-08-18 20:01:10 |     33 |  51 |
| 2016-08-18 20:06:11 |     35 |  52 |
| 2016-08-18 20:11:11 |     36 |  54 |
| 2016-08-18 20:16:11 |     39 |  57 |
| 2016-08-18 20:21:11 |     36 |  54 |
| 2016-08-18 20:26:12 |     35 |  52 |
| 2016-08-18 20:31:12 |     37 |  55 |
| 2016-08-18 20:36:13 |     38 |  55 |
| 2016-08-18 20:41:13 |     38 |  55 |
| 2016-08-18 20:46:13 |     36 |  53 |
| 2016-08-18 20:51:14 |     36 |  53 |
| 2016-08-18 20:56:14 |     38 |  55 |
| 2016-08-18 21:01:14 |     37 |  54 |
| 2016-08-18 21:06:15 |     38 |  55 |
| 2016-08-18 21:11:15 |     34 |  51 |
| 2016-08-18 21:16:15 |     33 |  51 |
| 2016-08-18 21:21:15 |     31 |  48 |
| 2016-08-18 21:26:16 |     30 |  47 |
| 2016-08-18 21:31:16 |     29 |  46 |
| 2016-08-18 21:36:16 |     31 |  49 |
| 2016-08-18 21:41:17 |     28 |  45 |
| 2016-08-18 21:46:17 |     27 |  44 |
| 2016-08-18 21:51:17 |     29 |  46 |
| 2016-08-18 21:56:18 |     29 |  46 |
| 2016-08-18 22:01:18 |     26 |  43 |
| 2016-08-18 22:06:18 |     25 |  42 |
| 2016-08-18 22:11:18 |     25 |  42 |
| 2016-08-18 22:16:19 |     25 |  42 |
| 2016-08-18 22:21:19 |     24 |  41 |
| 2016-08-18 22:26:19 |     25 |  42 |
| 2016-08-18 22:31:20 |     26 |  43 |
| 2016-08-18 22:36:20 |     27 |  43 |
| 2016-08-18 22:41:20 |     24 |  41 |
| 2016-08-18 22:46:21 |     21 |  38 |
| 2016-08-18 22:51:21 |     20 |  37 |
| 2016-08-18 22:56:21 |     21 |  37 |
| 2016-08-18 23:01:22 |     20 |  37 |
| 2016-08-18 23:06:22 |     22 |  39 |
| 2016-08-18 23:11:22 |     24 |  41 |
| 2016-08-18 23:16:22 |     21 |  38 |
| 2016-08-18 23:21:23 |     21 |  37 |
| 2016-08-18 23:26:23 |     19 |  36 |
| 2016-08-18 23:31:23 |     19 |  36 |
| 2016-08-18 23:36:24 |     17 |  34 |
| 2016-08-18 23:41:24 |     16 |  33 |
| 2016-08-18 23:46:24 |     16 |  33 |
| 2016-08-18 23:51:25 |     12 |  29 |
| 2016-08-18 23:56:25 |     13 |  29 |
| 2016-08-19 00:01:25 |     11 |  29 |
| 2016-08-19 00:06:26 |     12 |  30 |
| 2016-08-19 00:11:26 |     12 |  30 |
| 2016-08-19 00:16:26 |     11 |  29 |
| 2016-08-19 00:21:27 |     10 |  28 |
| 2016-08-19 00:26:27 |     10 |  28 |
| 2016-08-19 00:31:27 |     10 |  28 |
| 2016-08-19 00:36:27 |     11 |  29 |
| 2016-08-19 00:41:28 |     10 |  28 |
| 2016-08-19 00:46:28 |     10 |  28 |
| 2016-08-19 00:51:28 |     10 |  28 |
| 2016-08-19 00:56:29 |     10 |  28 |
| 2016-08-19 01:01:29 |     10 |  28 |
| 2016-08-19 01:06:29 |     11 |  29 |
| 2016-08-19 01:11:30 |     11 |  29 |
| 2016-08-19 01:16:30 |     11 |  28 |
| 2016-08-19 01:21:30 |     11 |  28 |
| 2016-08-19 01:26:31 |     11 |  28 |
| 2016-08-19 01:31:31 |     10 |  27 |
| 2016-08-19 01:36:31 |     10 |  27 |
| 2016-08-19 01:41:31 |     11 |  28 |
| 2016-08-19 01:46:32 |     11 |  27 |
| 2016-08-19 01:51:32 |     12 |  29 |
| 2016-08-19 01:56:32 |     12 |  29 |
| 2016-08-19 02:01:33 |     12 |  29 |
| 2016-08-19 02:06:33 |     13 |  30 |
| 2016-08-19 02:11:33 |     11 |  28 |
| 2016-08-19 02:16:34 |     12 |  29 |
| 2016-08-19 02:21:34 |     11 |  28 |
| 2016-08-19 02:26:34 |     11 |  28 |
| 2016-08-19 02:31:34 |     11 |  28 |
| 2016-08-19 02:36:35 |     11 |  28 |
| 2016-08-19 02:41:35 |     11 |  28 |
| 2016-08-19 02:46:35 |     11 |  28 |
| 2016-08-19 02:51:36 |     11 |  28 |
| 2016-08-19 02:56:36 |     11 |  28 |
| 2016-08-19 03:01:36 |     11 |  28 |
| 2016-08-19 03:06:37 |     11 |  28 |
| 2016-08-19 03:11:37 |     10 |  27 |
| 2016-08-19 03:16:37 |      9 |  26 |
| 2016-08-19 03:21:38 |      8 |  25 |
| 2016-08-19 03:26:38 |      8 |  25 |
| 2016-08-19 03:31:38 |      8 |  25 |
| 2016-08-19 03:36:38 |      8 |  25 |
| 2016-08-19 03:41:39 |      8 |  25 |
| 2016-08-19 03:46:39 |      8 |  25 |
| 2016-08-19 03:51:39 |     10 |  26 |
| 2016-08-19 03:56:40 |      9 |  26 |
| 2016-08-19 04:01:40 |      9 |  26 |
| 2016-08-19 04:06:40 |      9 |  26 |
| 2016-08-19 04:11:41 |      9 |  26 |
| 2016-08-19 04:16:41 |      9 |  26 |
| 2016-08-19 04:21:41 |      9 |  26 |
| 2016-08-19 04:26:42 |      9 |  26 |
| 2016-08-19 04:31:42 |     10 |  27 |
| 2016-08-19 04:36:42 |     11 |  28 |
| 2016-08-19 04:41:42 |     11 |  28 |
| 2016-08-19 04:46:43 |     12 |  29 |
| 2016-08-19 04:51:43 |     12 |  29 |
| 2016-08-19 04:56:43 |     13 |  30 |
| 2016-08-19 05:01:44 |     11 |  28 |
| 2016-08-19 05:06:44 |     11 |  28 |
| 2016-08-19 05:11:44 |     10 |  27 |
| 2016-08-19 05:16:45 |     10 |  27 |
| 2016-08-19 05:21:45 |      9 |  26 |
| 2016-08-19 05:26:45 |      9 |  25 |
| 2016-08-19 05:31:45 |      9 |  26 |
| 2016-08-19 05:36:46 |      9 |  26 |
| 2016-08-19 05:41:46 |      8 |  25 |
| 2016-08-19 05:46:46 |      8 |  25 |
| 2016-08-19 05:51:47 |      8 |  25 |
| 2016-08-19 05:56:47 |      8 |  25 |
| 2016-08-19 06:01:47 |      9 |  26 |
| 2016-08-19 06:06:48 |      8 |  25 |
| 2016-08-19 06:11:48 |      9 |  26 |
| 2016-08-19 06:16:48 |     10 |  27 |
| 2016-08-19 06:21:48 |     10 |  27 |
| 2016-08-19 06:26:49 |     12 |  28 |
| 2016-08-19 06:31:49 |     15 |  31 |
| 2016-08-19 06:36:49 |     15 |  31 |
| 2016-08-19 06:41:51 |     16 |  32 |
| 2016-08-19 06:46:51 |     17 |  34 |
| 2016-08-19 06:51:52 |     15 |  32 |
| 2016-08-19 06:56:52 |     16 |  33 |
| 2016-08-19 07:01:52 |     16 |  33 |
| 2016-08-19 07:06:54 |     18 |  35 |
| 2016-08-19 07:11:55 |     17 |  34 |
| 2016-08-19 07:16:55 |     19 |  36 |
| 2016-08-19 07:21:55 |     19 |  36 |
| 2016-08-19 07:26:56 |     20 |  36 |
| 2016-08-19 07:31:56 |     17 |  34 |
| 2016-08-19 07:36:56 |     19 |  35 |
| 2016-08-19 07:41:56 |     21 |  38 |
| 2016-08-19 07:46:57 |     21 |  37 |
| 2016-08-19 07:51:57 |     21 |  38 |
| 2016-08-19 07:56:57 |     23 |  39 |
| 2016-08-19 08:01:58 |     23 |  40 |
| 2016-08-19 08:06:58 |     24 |  40 |
| 2016-08-19 08:11:58 |     21 |  38 |
| 2016-08-19 08:16:59 |     21 |  38 |
| 2016-08-19 08:21:59 |     22 |  39 |
| 2016-08-19 08:26:59 |     22 |  39 |
| 2016-08-19 08:32:00 |     22 |  39 |
| 2016-08-19 08:37:00 |     21 |  38 |
| 2016-08-19 08:42:00 |     22 |  38 |
| 2016-08-19 08:47:01 |     23 |  39 |
| 2016-08-19 08:52:01 |     26 |  41 |
| 2016-08-19 08:57:01 |     25 |  41 |
| 2016-08-19 09:02:02 |     30 |  47 |
| 2016-08-19 09:07:02 |     25 |  42 |
| 2016-08-19 09:12:02 |     25 |  42 |
| 2016-08-19 09:17:03 |     25 |  42 |
| 2016-08-19 09:22:03 |     26 |  43 |
| 2016-08-19 09:27:03 |     27 |  44 |
| 2016-08-19 09:32:04 |     26 |  43 |
| 2016-08-19 09:37:04 |     26 |  42 |
+---------------------+--------+-----+






s5:
+---------------------+--------+-----+
| time                | player | ip  |
+---------------------+--------+-----+
| 2016-08-18 00:04:48 |      0 |   0 |
| 2016-08-18 00:09:49 |      0 |   0 |
| 2016-08-18 00:14:49 |      0 |   0 |
| 2016-08-18 00:19:49 |      0 |   0 |
| 2016-08-18 00:24:50 |      0 |   0 |
| 2016-08-18 00:29:50 |      0 |   0 |
| 2016-08-18 00:34:50 |      0 |   0 |
| 2016-08-18 00:39:51 |      0 |   0 |
| 2016-08-18 00:44:51 |      0 |   0 |
| 2016-08-18 00:49:51 |      0 |   0 |
| 2016-08-18 00:54:51 |      0 |   0 |
| 2016-08-18 00:59:52 |      0 |   0 |
| 2016-08-18 01:04:52 |      0 |   0 |
| 2016-08-18 01:09:52 |      0 |   0 |
| 2016-08-18 01:14:53 |      0 |   0 |
| 2016-08-18 01:19:53 |      0 |   0 |
| 2016-08-18 01:24:53 |      0 |   0 |
| 2016-08-18 01:29:54 |      0 |   0 |
| 2016-08-18 01:34:54 |      0 |   0 |
| 2016-08-18 01:39:54 |      0 |   0 |
| 2016-08-18 01:44:54 |      0 |   0 |
| 2016-08-18 01:49:55 |      0 |   0 |
| 2016-08-18 01:54:55 |      0 |   0 |
| 2016-08-18 01:59:55 |      0 |   0 |
| 2016-08-18 02:04:56 |      0 |   0 |
| 2016-08-18 02:09:56 |      0 |   0 |
| 2016-08-18 02:14:56 |      0 |   0 |
| 2016-08-18 02:19:57 |      0 |   0 |
| 2016-08-18 02:24:57 |      0 |   0 |
| 2016-08-18 02:29:57 |      0 |   0 |
| 2016-08-18 02:34:57 |      0 |   0 |
| 2016-08-18 02:39:58 |      0 |   0 |
| 2016-08-18 02:44:58 |      0 |   0 |
| 2016-08-18 02:49:58 |      0 |   0 |
| 2016-08-18 02:54:59 |      0 |   0 |
| 2016-08-18 02:59:59 |      0 |   0 |
| 2016-08-18 03:04:59 |      0 |   0 |
| 2016-08-18 03:10:00 |      0 |   0 |
| 2016-08-18 03:15:00 |      0 |   0 |
| 2016-08-18 03:20:00 |      0 |   0 |
| 2016-08-18 03:25:00 |      0 |   0 |
| 2016-08-18 03:30:01 |      0 |   0 |
| 2016-08-18 03:35:01 |      0 |   0 |
| 2016-08-18 03:40:01 |      0 |   0 |
| 2016-08-18 03:45:02 |      0 |   0 |
| 2016-08-18 03:50:02 |      0 |   0 |
| 2016-08-18 03:55:02 |      0 |   0 |
| 2016-08-18 04:00:03 |      0 |   0 |
| 2016-08-18 04:05:03 |      0 |   0 |
| 2016-08-18 04:10:03 |      0 |   0 |
| 2016-08-18 04:15:03 |      0 |   0 |
| 2016-08-18 04:20:04 |      0 |   0 |
| 2016-08-18 04:25:04 |      0 |   0 |
